Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A10029_001,SE_A10029_002,SE_A10029_003,SE_A10029_004,SE_A10029_005,SE_A10029_006,SE_A10029_007,SE_A10029_008,SE_A10029_009
"06037481500","Census Tract 4815, Los Angeles County, California","ACSSF","ca","140","00","0005739",,,,,"06","037",,,"481500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481500","Census Tract 4815",,,,4108,1519,1519,179,725,615,0,0,0,0
"06037481603","Census Tract 4816.03, Los Angeles County, California","ACSSF","ca","140","00","0005740",,,,,"06","037",,,"481603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481603","Census Tract 4816.03",,,,3205,1151,1143,282,591,270,8,0,8,0
"06037481604","Census Tract 4816.04, Los Angeles County, California","ACSSF","ca","140","00","0005741",,,,,"06","037",,,"481604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481604","Census Tract 4816.04",,,,3983,1413,1291,114,958,219,122,95,27,0
"06037481605","Census Tract 4816.05, Los Angeles County, California","ACSSF","ca","140","00","0005742",,,,,"06","037",,,"481605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481605","Census Tract 4816.05",,,,2749,1011,976,152,545,279,35,0,26,9
"06037481606","Census Tract 4816.06, Los Angeles County, California","ACSSF","ca","140","00","0005743",,,,,"06","037",,,"481606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481606","Census Tract 4816.06",,,,4959,1611,1598,226,1069,303,13,13,0,0
"06037481711","Census Tract 4817.11, Los Angeles County, California","ACSSF","ca","140","00","0005744",,,,,"06","037",,,"481711",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481711","Census Tract 4817.11",,,,4465,1325,1304,175,784,345,21,0,11,10
"06037481712","Census Tract 4817.12, Los Angeles County, California","ACSSF","ca","140","00","0005745",,,,,"06","037",,,"481712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481712","Census Tract 4817.12",,,,5222,1709,1675,141,1135,399,34,0,24,10
"06037481713","Census Tract 4817.13, Los Angeles County, California","ACSSF","ca","140","00","0005746",,,,,"06","037",,,"481713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481713","Census Tract 4817.13",,,,2802,968,956,110,632,214,12,0,0,12
"06037481714","Census Tract 4817.14, Los Angeles County, California","ACSSF","ca","140","00","0005747",,,,,"06","037",,,"481714",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481714","Census Tract 4817.14",,,,2749,952,890,142,371,377,62,4,14,44
"06037481800","Census Tract 4818, Los Angeles County, California","ACSSF","ca","140","00","0005748",,,,,"06","037",,,"481800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481800","Census Tract 4818",,,,2475,845,845,19,509,317,0,0,0,0
"06037481901","Census Tract 4819.01, Los Angeles County, California","ACSSF","ca","140","00","0005749",,,,,"06","037",,,"481901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481901","Census Tract 4819.01",,,,5732,2070,2054,243,1291,520,16,0,8,8
"06037481902","Census Tract 4819.02, Los Angeles County, California","ACSSF","ca","140","00","0005750",,,,,"06","037",,,"481902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481902","Census Tract 4819.02",,,,3274,1094,1074,261,530,283,20,0,15,5
"06037482001","Census Tract 4820.01, Los Angeles County, California","ACSSF","ca","140","00","0005751",,,,,"06","037",,,"482001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482001","Census Tract 4820.01",,,,2645,927,919,6,465,448,8,0,0,8
"06037482002","Census Tract 4820.02, Los Angeles County, California","ACSSF","ca","140","00","0005752",,,,,"06","037",,,"482002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482002","Census Tract 4820.02",,,,7066,2589,2589,392,1272,925,0,0,0,0
"06037482101","Census Tract 4821.01, Los Angeles County, California","ACSSF","ca","140","00","0005753",,,,,"06","037",,,"482101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482101","Census Tract 4821.01",,,,4507,1474,1463,179,870,414,11,0,0,11
"06037482102","Census Tract 4821.02, Los Angeles County, California","ACSSF","ca","140","00","0005754",,,,,"06","037",,,"482102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482102","Census Tract 4821.02",,,,3070,1068,1068,101,481,486,0,0,0,0
"06037482201","Census Tract 4822.01, Los Angeles County, California","ACSSF","ca","140","00","0005755",,,,,"06","037",,,"482201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482201","Census Tract 4822.01",,,,3786,1278,1178,316,487,375,100,10,58,32
"06037482202","Census Tract 4822.02, Los Angeles County, California","ACSSF","ca","140","00","0005756",,,,,"06","037",,,"482202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482202","Census Tract 4822.02",,,,5209,1672,1672,211,975,486,0,0,0,0
"06037482301","Census Tract 4823.01, Los Angeles County, California","ACSSF","ca","140","00","0005757",,,,,"06","037",,,"482301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482301","Census Tract 4823.01",,,,5521,1335,1328,186,829,313,7,0,0,7
"06037482303","Census Tract 4823.03, Los Angeles County, California","ACSSF","ca","140","00","0005758",,,,,"06","037",,,"482303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482303","Census Tract 4823.03",,,,5170,1405,1393,304,759,330,12,5,0,7
"06037482304","Census Tract 4823.04, Los Angeles County, California","ACSSF","ca","140","00","0005759",,,,,"06","037",,,"482304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482304","Census Tract 4823.04",,,,2834,783,770,104,568,98,13,4,0,9
"06037482401","Census Tract 4824.01, Los Angeles County, California","ACSSF","ca","140","00","0005760",,,,,"06","037",,,"482401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482401","Census Tract 4824.01",,,,3338,954,937,95,624,218,17,0,10,7
"06037482403","Census Tract 4824.03, Los Angeles County, California","ACSSF","ca","140","00","0005761",,,,,"06","037",,,"482403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482403","Census Tract 4824.03",,,,3374,892,892,125,560,207,0,0,0,0
"06037482404","Census Tract 4824.04, Los Angeles County, California","ACSSF","ca","140","00","0005762",,,,,"06","037",,,"482404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482404","Census Tract 4824.04",,,,3170,1184,1184,87,701,396,0,0,0,0
"06037482502","Census Tract 4825.02, Los Angeles County, California","ACSSF","ca","140","00","0005763",,,,,"06","037",,,"482502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482502","Census Tract 4825.02",,,,3196,831,817,99,533,185,14,0,14,0
"06037482503","Census Tract 4825.03, Los Angeles County, California","ACSSF","ca","140","00","0005764",,,,,"06","037",,,"482503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482503","Census Tract 4825.03",,,,4048,993,969,113,646,210,24,0,7,17
"06037482521","Census Tract 4825.21, Los Angeles County, California","ACSSF","ca","140","00","0005765",,,,,"06","037",,,"482521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482521","Census Tract 4825.21",,,,5533,1444,1432,149,816,467,12,0,0,12
"06037482522","Census Tract 4825.22, Los Angeles County, California","ACSSF","ca","140","00","0005766",,,,,"06","037",,,"482522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482522","Census Tract 4825.22",,,,4192,1541,1521,195,770,556,20,0,20,0
"06037482600","Census Tract 4826, Los Angeles County, California","ACSSF","ca","140","00","0005767",,,,,"06","037",,,"482600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482600","Census Tract 4826",,,,6857,2256,2256,179,1177,900,0,0,0,0
"06037482701","Census Tract 4827.01, Los Angeles County, California","ACSSF","ca","140","00","0005768",,,,,"06","037",,,"482701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482701","Census Tract 4827.01",,,,4115,1331,1316,196,751,369,15,0,15,0
"06037482702","Census Tract 4827.02, Los Angeles County, California","ACSSF","ca","140","00","0005769",,,,,"06","037",,,"482702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482702","Census Tract 4827.02",,,,2482,839,833,118,428,287,6,6,0,0
"06037482801","Census Tract 4828.01, Los Angeles County, California","ACSSF","ca","140","00","0005770",,,,,"06","037",,,"482801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037482801","Census Tract 4828.01",,,,4141,1290,1274,125,692,457,16,8,8,0
"06037500100","Census Tract 5001, Los Angeles County, California","ACSSF","ca","140","00","0005771",,,,,"06","037",,,"500100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500100","Census Tract 5001",,,,3747,1110,1075,7,619,449,35,0,35,0
"06037500202","Census Tract 5002.02, Los Angeles County, California","ACSSF","ca","140","00","0005772",,,,,"06","037",,,"500202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500202","Census Tract 5002.02",,,,5058,1495,1472,132,869,471,23,0,23,0
"06037500203","Census Tract 5002.03, Los Angeles County, California","ACSSF","ca","140","00","0005773",,,,,"06","037",,,"500203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500203","Census Tract 5002.03",,,,4229,1243,1193,97,792,304,50,0,28,22
"06037500204","Census Tract 5002.04, Los Angeles County, California","ACSSF","ca","140","00","0005774",,,,,"06","037",,,"500204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500204","Census Tract 5002.04",,,,2287,956,956,21,604,331,0,0,0,0
"06037500300","Census Tract 5003, Los Angeles County, California","ACSSF","ca","140","00","0005775",,,,,"06","037",,,"500300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500300","Census Tract 5003",,,,2818,1136,1136,84,594,458,0,0,0,0
"06037500402","Census Tract 5004.02, Los Angeles County, California","ACSSF","ca","140","00","0005776",,,,,"06","037",,,"500402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500402","Census Tract 5004.02",,,,5020,1210,1197,123,821,253,13,0,13,0
"06037500403","Census Tract 5004.03, Los Angeles County, California","ACSSF","ca","140","00","0005777",,,,,"06","037",,,"500403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500403","Census Tract 5004.03",,,,3451,1074,1074,44,583,447,0,0,0,0
"06037500404","Census Tract 5004.04, Los Angeles County, California","ACSSF","ca","140","00","0005778",,,,,"06","037",,,"500404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500404","Census Tract 5004.04",,,,4091,1213,1213,43,766,404,0,0,0,0
"06037500500","Census Tract 5005, Los Angeles County, California","ACSSF","ca","140","00","0005779",,,,,"06","037",,,"500500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500500","Census Tract 5005",,,,2993,830,818,128,479,211,12,0,0,12
"06037500600","Census Tract 5006, Los Angeles County, California","ACSSF","ca","140","00","0005780",,,,,"06","037",,,"500600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500600","Census Tract 5006",,,,5452,1247,1247,35,959,253,0,0,0,0
"06037500700","Census Tract 5007, Los Angeles County, California","ACSSF","ca","140","00","0005781",,,,,"06","037",,,"500700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500700","Census Tract 5007",,,,7102,1851,1851,235,1047,569,0,0,0,0
"06037500800","Census Tract 5008, Los Angeles County, California","ACSSF","ca","140","00","0005782",,,,,"06","037",,,"500800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500800","Census Tract 5008",,,,5156,1331,1317,154,776,387,14,0,14,0
"06037500900","Census Tract 5009, Los Angeles County, California","ACSSF","ca","140","00","0005783",,,,,"06","037",,,"500900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037500900","Census Tract 5009",,,,5837,1851,1823,141,944,738,28,12,0,16
"06037501001","Census Tract 5010.01, Los Angeles County, California","ACSSF","ca","140","00","0005784",,,,,"06","037",,,"501001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501001","Census Tract 5010.01",,,,3131,734,734,87,496,151,0,0,0,0
"06037501002","Census Tract 5010.02, Los Angeles County, California","ACSSF","ca","140","00","0005785",,,,,"06","037",,,"501002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501002","Census Tract 5010.02",,,,4710,1364,1344,112,1014,218,20,0,20,0
"06037501200","Census Tract 5012, Los Angeles County, California","ACSSF","ca","140","00","0005786",,,,,"06","037",,,"501200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501200","Census Tract 5012",,,,5065,1435,1426,83,1047,296,9,0,9,0
"06037501301","Census Tract 5013.01, Los Angeles County, California","ACSSF","ca","140","00","0005787",,,,,"06","037",,,"501301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501301","Census Tract 5013.01",,,,3050,1080,1080,145,544,391,0,0,0,0
"06037501302","Census Tract 5013.02, Los Angeles County, California","ACSSF","ca","140","00","0005788",,,,,"06","037",,,"501302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501302","Census Tract 5013.02",,,,4378,1573,1573,220,815,538,0,0,0,0
"06037501400","Census Tract 5014, Los Angeles County, California","ACSSF","ca","140","00","0005789",,,,,"06","037",,,"501400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501400","Census Tract 5014",,,,3360,1211,1211,335,727,149,0,0,0,0
"06037501501","Census Tract 5015.01, Los Angeles County, California","ACSSF","ca","140","00","0005790",,,,,"06","037",,,"501501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501501","Census Tract 5015.01",,,,2122,847,836,60,505,271,11,0,6,5
"06037501503","Census Tract 5015.03, Los Angeles County, California","ACSSF","ca","140","00","0005791",,,,,"06","037",,,"501503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501503","Census Tract 5015.03",,,,5747,1874,1856,529,1039,288,18,18,0,0
"06037501504","Census Tract 5015.04, Los Angeles County, California","ACSSF","ca","140","00","0005792",,,,,"06","037",,,"501504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501504","Census Tract 5015.04",,,,3377,1475,1465,251,714,500,10,0,10,0
"06037501600","Census Tract 5016, Los Angeles County, California","ACSSF","ca","140","00","0005793",,,,,"06","037",,,"501600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501600","Census Tract 5016",,,,7168,2212,2212,359,1144,709,0,0,0,0
"06037501700","Census Tract 5017, Los Angeles County, California","ACSSF","ca","140","00","0005794",,,,,"06","037",,,"501700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501700","Census Tract 5017",,,,3788,1326,1326,104,778,444,0,0,0,0
"06037501802","Census Tract 5018.02, Los Angeles County, California","ACSSF","ca","140","00","0005795",,,,,"06","037",,,"501802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501802","Census Tract 5018.02",,,,3339,1231,1231,104,840,287,0,0,0,0
"06037501803","Census Tract 5018.03, Los Angeles County, California","ACSSF","ca","140","00","0005796",,,,,"06","037",,,"501803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501803","Census Tract 5018.03",,,,4410,1421,1376,454,788,134,45,0,45,0
"06037501804","Census Tract 5018.04, Los Angeles County, California","ACSSF","ca","140","00","0005797",,,,,"06","037",,,"501804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501804","Census Tract 5018.04",,,,2309,761,728,147,473,108,33,0,25,8
"06037501900","Census Tract 5019, Los Angeles County, California","ACSSF","ca","140","00","0005798",,,,,"06","037",,,"501900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037501900","Census Tract 5019",,,,4389,1289,1280,106,845,329,9,0,0,9
"06037502003","Census Tract 5020.03, Los Angeles County, California","ACSSF","ca","140","00","0005799",,,,,"06","037",,,"502003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502003","Census Tract 5020.03",,,,2557,709,677,74,473,130,32,0,30,2
"06037502004","Census Tract 5020.04, Los Angeles County, California","ACSSF","ca","140","00","0005800",,,,,"06","037",,,"502004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502004","Census Tract 5020.04",,,,4380,973,973,92,635,246,0,0,0,0
"06037502005","Census Tract 5020.05, Los Angeles County, California","ACSSF","ca","140","00","0005801",,,,,"06","037",,,"502005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502005","Census Tract 5020.05",,,,4911,1259,1259,159,848,252,0,0,0,0
"06037502100","Census Tract 5021, Los Angeles County, California","ACSSF","ca","140","00","0005802",,,,,"06","037",,,"502100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502100","Census Tract 5021",,,,4889,1637,1637,155,1020,462,0,0,0,0
"06037502200","Census Tract 5022, Los Angeles County, California","ACSSF","ca","140","00","0005803",,,,,"06","037",,,"502200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502200","Census Tract 5022",,,,7078,1898,1857,292,1099,466,41,10,13,18
"06037502303","Census Tract 5023.03, Los Angeles County, California","ACSSF","ca","140","00","0005804",,,,,"06","037",,,"502303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502303","Census Tract 5023.03",,,,8883,2004,2004,180,1357,467,0,0,0,0
"06037502401","Census Tract 5024.01, Los Angeles County, California","ACSSF","ca","140","00","0005805",,,,,"06","037",,,"502401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502401","Census Tract 5024.01",,,,5211,1351,1351,80,987,284,0,0,0,0
"06037502402","Census Tract 5024.02, Los Angeles County, California","ACSSF","ca","140","00","0005806",,,,,"06","037",,,"502402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502402","Census Tract 5024.02",,,,3578,962,929,50,521,358,33,0,15,18
"06037502500","Census Tract 5025, Los Angeles County, California","ACSSF","ca","140","00","0005807",,,,,"06","037",,,"502500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502500","Census Tract 5025",,,,4038,1165,1125,63,851,211,40,0,40,0
"06037502602","Census Tract 5026.02, Los Angeles County, California","ACSSF","ca","140","00","0005808",,,,,"06","037",,,"502602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502602","Census Tract 5026.02",,,,4194,1265,1263,199,776,288,2,0,2,0
"06037502603","Census Tract 5026.03, Los Angeles County, California","ACSSF","ca","140","00","0005809",,,,,"06","037",,,"502603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502603","Census Tract 5026.03",,,,3394,788,788,83,453,252,0,0,0,0
"06037502604","Census Tract 5026.04, Los Angeles County, California","ACSSF","ca","140","00","0005810",,,,,"06","037",,,"502604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502604","Census Tract 5026.04",,,,3921,1130,1115,46,838,231,15,15,0,0
"06037502700","Census Tract 5027, Los Angeles County, California","ACSSF","ca","140","00","0005811",,,,,"06","037",,,"502700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502700","Census Tract 5027",,,,7429,1990,1979,282,1261,436,11,0,11,0
"06037502801","Census Tract 5028.01, Los Angeles County, California","ACSSF","ca","140","00","0005812",,,,,"06","037",,,"502801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502801","Census Tract 5028.01",,,,6687,1806,1806,124,1199,483,0,0,0,0
"06037502901","Census Tract 5029.01, Los Angeles County, California","ACSSF","ca","140","00","0005813",,,,,"06","037",,,"502901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037502901","Census Tract 5029.01",,,,5942,1563,1533,216,963,354,30,0,20,10
"06037503000","Census Tract 5030, Los Angeles County, California","ACSSF","ca","140","00","0005814",,,,,"06","037",,,"503000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503000","Census Tract 5030",,,,6164,1460,1404,107,1217,80,56,7,39,10
"06037503103","Census Tract 5031.03, Los Angeles County, California","ACSSF","ca","140","00","0005815",,,,,"06","037",,,"503103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503103","Census Tract 5031.03",,,,5320,1289,1289,159,875,255,0,0,0,0
"06037503104","Census Tract 5031.04, Los Angeles County, California","ACSSF","ca","140","00","0005816",,,,,"06","037",,,"503104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503104","Census Tract 5031.04",,,,2600,672,651,153,364,134,21,0,21,0
"06037503105","Census Tract 5031.05, Los Angeles County, California","ACSSF","ca","140","00","0005817",,,,,"06","037",,,"503105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503105","Census Tract 5031.05",,,,3536,934,911,220,494,197,23,18,5,0
"06037503106","Census Tract 5031.06, Los Angeles County, California","ACSSF","ca","140","00","0005818",,,,,"06","037",,,"503106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503106","Census Tract 5031.06",,,,3770,1176,1176,247,737,192,0,0,0,0
"06037503201","Census Tract 5032.01, Los Angeles County, California","ACSSF","ca","140","00","0005819",,,,,"06","037",,,"503201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503201","Census Tract 5032.01",,,,3876,1015,1015,114,685,216,0,0,0,0
"06037503202","Census Tract 5032.02, Los Angeles County, California","ACSSF","ca","140","00","0005820",,,,,"06","037",,,"503202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503202","Census Tract 5032.02",,,,4788,1318,1308,146,805,357,10,2,0,8
"06037503301","Census Tract 5033.01, Los Angeles County, California","ACSSF","ca","140","00","0005821",,,,,"06","037",,,"503301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503301","Census Tract 5033.01",,,,3755,1099,1071,82,727,262,28,0,0,28
"06037503302","Census Tract 5033.02, Los Angeles County, California","ACSSF","ca","140","00","0005822",,,,,"06","037",,,"503302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503302","Census Tract 5033.02",,,,6192,1824,1810,419,1041,350,14,0,14,0
"06037503401","Census Tract 5034.01, Los Angeles County, California","ACSSF","ca","140","00","0005823",,,,,"06","037",,,"503401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503401","Census Tract 5034.01",,,,7288,2209,2197,193,1370,634,12,0,12,0
"06037503402","Census Tract 5034.02, Los Angeles County, California","ACSSF","ca","140","00","0005824",,,,,"06","037",,,"503402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503402","Census Tract 5034.02",,,,3979,1294,1251,89,877,285,43,0,43,0
"06037503501","Census Tract 5035.01, Los Angeles County, California","ACSSF","ca","140","00","0005825",,,,,"06","037",,,"503501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503501","Census Tract 5035.01",,,,6955,1943,1921,243,1355,323,22,0,22,0
"06037503502","Census Tract 5035.02, Los Angeles County, California","ACSSF","ca","140","00","0005826",,,,,"06","037",,,"503502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503502","Census Tract 5035.02",,,,4338,1114,1106,76,805,225,8,0,0,8
"06037503601","Census Tract 5036.01, Los Angeles County, California","ACSSF","ca","140","00","0005827",,,,,"06","037",,,"503601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503601","Census Tract 5036.01",,,,4145,1209,1189,79,747,363,20,6,14,0
"06037503602","Census Tract 5036.02, Los Angeles County, California","ACSSF","ca","140","00","0005828",,,,,"06","037",,,"503602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503602","Census Tract 5036.02",,,,3855,1149,1138,35,750,353,11,0,11,0
"06037503701","Census Tract 5037.01, Los Angeles County, California","ACSSF","ca","140","00","0005829",,,,,"06","037",,,"503701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503701","Census Tract 5037.01",,,,4581,1629,1575,211,872,492,54,0,9,45
"06037503702","Census Tract 5037.02, Los Angeles County, California","ACSSF","ca","140","00","0005830",,,,,"06","037",,,"503702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503702","Census Tract 5037.02",,,,5414,1717,1674,189,1087,398,43,0,33,10
"06037503704","Census Tract 5037.04, Los Angeles County, California","ACSSF","ca","140","00","0005831",,,,,"06","037",,,"503704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503704","Census Tract 5037.04",,,,4512,1952,1876,27,773,1076,76,0,0,76
"06037503705","Census Tract 5037.05, Los Angeles County, California","ACSSF","ca","140","00","0005832",,,,,"06","037",,,"503705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503705","Census Tract 5037.05",,,,2894,1080,1018,88,532,398,62,0,25,37
"06037503801","Census Tract 5038.01, Los Angeles County, California","ACSSF","ca","140","00","0005833",,,,,"06","037",,,"503801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503801","Census Tract 5038.01",,,,3580,1186,1169,117,672,380,17,0,17,0
"06037503802","Census Tract 5038.02, Los Angeles County, California","ACSSF","ca","140","00","0005834",,,,,"06","037",,,"503802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503802","Census Tract 5038.02",,,,5317,1693,1674,152,1104,418,19,0,19,0
"06037503901","Census Tract 5039.01, Los Angeles County, California","ACSSF","ca","140","00","0005835",,,,,"06","037",,,"503901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037503901","Census Tract 5039.01",,,,2236,697,697,78,361,258,0,0,0,0
